category	subCategory	name	scientificName	latinName	tradeMarkName	ingredientProductTypes	amount	potency	cost	suggestedOverage	gummyOverage	primary	secondary	tertiary	manufacturingCountry	originCountry	shelfLife	bulkDensity	tappedDensity	avergageParticleSize	lossOnDrying	arsenic	cadmium	lead	mercury	celery	custaceans	egg	fish	gluten	lupin	milk	molluscs	mustard	peanut	sesameSeeds	shellfish	soy	sulphites	treeNuts	wheat	vegan	non_gmo	kosher	gluten_Free	organic	moisture	calories	protein	carbohydrates	dietaryFiber	totalSugars	addedSugar	totalFat	saturatedFat	monounsaturatedFat	polyunsaturatedFat	transFat	cholesterol	sodium	vitaminA	vitaminC	vitaminD	vitaminE	vitamink	vitaminK2	thiamin	riboflavin	niacin	vitaminB6	folicAcid	vitaminB12	biotin	pantothenicAcid	choline	calcium	iron	phosphorus	iodine	magnesium	zinc	selenium	copper	manganese	chromium	molybdenum	chloride	potassium	boron
Mushrooms	Immune Health	Reishi Mushroom Powder	Ganoderma lucidum	Reishi Extract		C,T,P,G	1	1	7	1	1					China	36										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Fibers	Digestive Health	Resistant Dextrin	Resistant Dextrin	Resistant Dextrin		P	100	0.9	6.2	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				376	0	94	90	2		0	0	0	0	0	0	0	0	0		0			0	0	0	0		0				0	0			0	0							0	
Herbs	General Health	Resveratrol 20%	Polygonum cuspidatum	Resveratrol (Polygonum cuspidatum)		C,T,P,G	1	0.2	38	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	General Health	Resveratrol 50%	Polygonum cuspidatum	Resveratrol (Polygonum cuspidatum)		C,T,P,G	1	0.5	100	0.98	0.95					China																																																																									
Herbs	General Health	Resveratrol 98%	Polygonum cuspidatum	Resveratrol (Polygonum cuspidatum)		C,T,P,G	1	0.98	228	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Immune Health	Rhizoma Kaempferiae Extract 10:1	Kaempferia galanga	Rhizoma Kaempferiae Extract 10:1		C,T,P,G	1	1	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Adaptogen	Rhodiola P.E. 1% Salidroside	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 1% Salidroside)		C,T,P,G	1	0.01	15.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Adaptogen	Rhodiola P.E. 3% Salidroside	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 3% Salidroside)		C,T,P,G	1	0.03	29	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y			3.3																																										
Herbs	Adaptogen	Rhodiola Rosea Extract 1% Rosavins	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 1% Rosavins)		C,T,P,G	1	0.01	50	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Adaptogen	Rhodiola Rosea Extract 3% Rosavins 1% Salidroside	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 3% Rosavins and 1% Salidrosides)		C,T,P,G	1	0.03	125	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Adaptogen	Rhodiola Rosea Extract 3% Rosavins 2% Salidroside	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 3% Rosavins and 2% Salidrosides)		C,T,P,G	1	0.03	115	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Adaptogen	Rhodiola Rosea Extract Powder Rosavins 3%	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 3% Rosavins)		C,T,P,G	1	0.03	133.5	0.98	0.95					China	36										F	F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Herbs	Adaptogen	Rhodiola Rosea Extract Salidroside 3%	Rhodiola rosea	Rhodiola Extract (Rhodiola rosea) (root extract) (standardized to contain 3% Salidrosides)		C,T,P,G	1	0.03	49.6	0.98	0.95					China	36											F	F	F		F		F	F	F		F		F	F																																																
Herbs	Digestive Health	Rhubarb Powder	Rheum palmatum	Rhubarb Root		C,T,P,G	1	1	9.5	1	1					China	36										F	F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Herbs	Digestive Health	Rhubarb Root Powder	Rheum officinale	Rhubarb Root		C,T,P,G	1	1	14.64	1	1					Poland	24										F	F	F			F			F	F	F	F		F		Y	Y																																														
Specialty	Brain Health	Ribonucleic Acid	Ribonucleic Acid	Ribonucleic Acid		C,T,P,G	1	0.85	70	0.95	0.95					China	24									F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	T			Y																																													
Oils	Heart Health	Rice Bran Oil	Oryza sativa	Rice bran (Oryza sativa), oil		C	100	1	8	1																																					0	884						100	19.7	39	35	0	0	0	0	0		32.3			0	0	0	0	0	0				0	0.1											0	
Carbohydrate	Diet	Rice Maltodextrin DE 10-12 (Organic)	Maltodextrin	Organic Maltodextrin		P	1	1	1.4	1						India	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	Y	Y	Y																																													
Protein	Plant Based	Rice Protein 80% 300 Mesh	Rice Protein	Rice (Oryza sativa) protein		P	1	0.8	3.2	0.95						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				385	80	1.1	2.9			4.2	2					45																21.5	46.5											378	
Herbs	Immune Health	Rose Petal Powder	Rosa rubiginosa	Rose Petal (Rosa Rubiginosa) Powder		C,T,P,G	1	1	10.5	1	1					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Herbs	Immune Health	Rosehip Extract 10:1	Rosa canina	Rose Hip Extract (Rosa canina)		C,T,P,G	1	1	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Immune Health	Rosehip Fruit Extract 10:1	Rosa canina	Rose Hip Extract (Rosa canina)		C,T,P,G	1	1	13.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Immune Health	Rosehip Powder	Rosa canina	Rose Hips Extract (Rosa canina)		C,T,P,G	1	1	8.48	1	1					Bulgaria	24										F	F	F			F			F	F	F	F		F	F	Y	Y																																														
Herbs	Immune Health	Rosehip Powder (Organic)	Rosa canina	Organic Rose Hip Extract (Rosa canina)		C,T,P,G	1	1	5	1	1					Chile	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Immune Health	Rosehip Powder Steam Treated	Rosa canina	Rose Hip Extract (Rosa canina)		C,T,P,G	1	1	7.8	1	1					India	36										F	F	F			F			F		F	F		F	F			Y																																													
Herbs	General Health	Rosemary Essential Oil	Rosemarinus officinalis	Rosemary (Rosemarinus officinalis) Essential Oil		C	1	1	35.15	1						China	12									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	General Health	Rosemary Extract 10% Rosmarinic Acid	Rosemarinus officinalis	Rosemary Extract (standardized to 10% rosmarinic acid)		C,T,P,G	1	0.1	38	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	General Health	Rosemary Extract 10:1	Rosemarinus officinalis	Rosemary Extract		C,T,P,G	1	1	12	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	General Health	Rosemary Extract 5% Rosmarinic Acid	Rosemarinus officinalis	Rosemary Extract (standardized to 5% rosmarinic acid)		C,T,P,G	1	0.05	13.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	General Health	Rosemary Extract Ursolic Acid 25%	Rosemarinus officinalis	Rosemary Extract (standardized to 25% ursolic acid)		C,T,P,G	1	0.25	23.5	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	General Health	Rosmarinic Acid 5% Powder	Rosemarinus officinalis	Rosmarinic Acid		C,T,P,G	1	0.05	11	0.98	0.95					China	12									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	HSN (Hair, Skin, Nails)	Ruscus Extract 4:1 (Butchers Broom)	Ruscus aculeatus	Ruscus Aculeatus (Root) (4:1 Extract)		C,T,P,G	1	1	105.79	0.98	0.95					Spain	36									F	F	F	F	F	F	F	F	F	F	F		F	F	F			Y	Y																																													
Specialty	Heart Health	Rutin	quercetin-3-rutinoside	Rutin		C,T,P,G	1	1	41	0.95	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Probiotic	Digestive Health	Saccharomyces Boulardii (20B CFU/g)	Saccharomyces Boulardii	Saccharomyces Boulardii		C,T,P,G	1	1	90.2	0.1	0.1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Brain Health	S-Acetyl-L-Glutathione	S-Acetyl-L-Glutathione	S-Acetyl-L-Glutathione		C,T,P,G	1	0.98	980	0.95	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Specialty	Joint Health	S-Adenosyl-L-Methionine	S-Adenosyl-L-Methionine	S-Adenosyl-L-Methionine		C,T,P,G	1	0.95	240	0.95	0.95					India	24										F	F	F			F			F	F	F	F		F	F		Y																																														
Herbs	Heart Health	Saffron Extract 2% Safranal (UV)	Crocus sativus	Saffron Extract (Crocus sativus) (providing minimum 2% Safranal)		C,T,P,G	1	0.02	1270	0.98	0.95					Spain	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F			Y																																														
Herbs	Antioxidant	Sage Leaf (Rubbed)	Salvia officinalis	Sage Leaf Extract (Salvia officinalis)		C,T,P,G	1	1	4.64	1	1					Albania	36									T		F	F		F	F		T	F	T	F	F	F	T	T		Y	Y																																													
Flavor	Flavor	Salt	Na Chloride	Sodium Chloride		P	1	1	2	1						United States												F	F	F	F	F			F	F	F	F	F	F	F		Y																																														
Herbs	General Health	Salvia Total Phenolic Acids Extract 4:1 extract	Salvia miltiorrhiza	Salvia Root Extract		P	1	1	14	1						China	36											F	F			F			F		F	F		F	F		Y																																														
Specialty	Joint Health	SAMe Tosylate Disulfate	S-Adenosyl-L-Methionine	SAMe (S-adenosylmethionine) (from S-adenosyl-L-methionine disulphate tosylate)		C,T,P,G	1	0.95	250	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y			3																																										
Herbs	Digestive Health	Savory, ground	Satureja hortensis	Savory (Satureja hortensis)		C,T,P,G	100	1	4.82	1	1					Albania	36			60	5  %					T		F	F		F	F		T	F	T	F	F	F	T	T			Y			9	272	6.7	69	46			5.9	3.3				0	24	257	50	0				0.4		4.1	1.8	0	0				2132	38											1051	
Herbs	Antioxidant	Schisandra Chinensis	Schisandra chinensis	Schisandra Berry Extract (from Schisandra chinensis)		C,T,P,G	1	1	32.58	1	1					Canada	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Antioxidant	Sea Buckthorn Fruit Powder (Freeze-dried)	Hippophae rhamnoides	Sea Buckthorn Berry (Hippophae rhamnoides) (fruit)		C,T,P,G	1	1	32	1	1					China	24				7			<1.0		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Immune Health	Semen Coicis Extract 10:1 Powder	Coix Lacryma-jobi	Semen Coicis (Coix lacryma-jobi) Extract 10:1, Powder		C,T,P,G	1	1	21.3	0.98	0.95					China	24																																																																								
Herbs	Digestive Health	Senna Leaf C/S Organic	Cassia angustifolia	Organic Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	1	6.87	1	1					Canada	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Digestive Health	Senna Leaf Extract 10:1	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	1	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Digestive Health	Senna Leaf Extract 20% (Calcium Sennosides)	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia) (20% Sennosides)		C,T,P,G	1	0.2	37	0.98	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Herbs	Digestive Health	Senna Leaf P.E. 20% Sennosides	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia) (20% Sennosides)		C,T,P,G	1	0.2	27	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Digestive Health	Senna Leaf Powder Steam Treated	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	1	4	1	1					India	36										F	F	F			F			F		F	F		F	F																																																
Herbs	Digestive Health	Senna Leaf TBC Organic	Cassia angustifolia	Organic Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	1	6.84	1	1					Canada	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Digestive Health	Senna Leaves Powder	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	1	5.9	1	1					India	36									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Herbs	Digestive Health	Senna P.E. 20%	Cassia angustifolia	Senna Leaf Extract (Cassia angustifolia)		C,T,P,G	1	0.2	32.5	0.98	0.95					India	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Mood	SerenZea™	Zea mays L	SerenZea™ (Zea mays (leaves)	SerenZea™	C,T,P,G	1	1	320	1	0.9	Unigen Corporation			China	China	48	0.7		80	7%					F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Mood	SerenZea™ - PET HEALTH	Zea mays L	SerenZea™ (Zea mays (leaves)	SerenZea™	C,T,P,G	1	1	320	1	0.9	Unigen Corporation			S. Korea	S. Korea	48	0.7		80	7%					F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Enzymes	Anti-Inflammatory	Serratiopeptidase Powder 2000-2600 IU/mg	Serratiopeptidase Powder	Serratiopeptidase Powder		C,T,P	1	1	235	0.9						India	48									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Oils	Heart Health	Sesame Oil	Sesamum indicum	Sesame (Sesamum indicum), oil		C	100	1	10	1																																					0	884						98	14.2	40	41	0	0	0	0	0	0	1.4			0	0	0	0	0	0				0	0											0	
Specialty	Anti-Inflammatory	Shark Cartilage Powder	Squalus acanthias	Shark Cartilage		C,T,P,G	100	1	31.5	1	1					China	24									F	F	F	T	F	F	F	F	F	F	F		F	F	F	F							160	30	10	5	0		0	0			0	0.1	1	0	0														40	0												
Herbs	Women's Health	Shatavari Powder	Asparagus racemosus	Shatavari Root Extract (Asparagus racemosus)		C,T,P,G	1	1	7.5	1	1					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Oils	HSN (Hair, Skin, Nails)	Shea Nut Oil	Vitellaria paradoxa	Shea nut (Vitellaria paradoxa), oil		C	100	1	13.35	1																																					0	884						98	47	44	5.2		0	0	0	0		0			0	0	0	0	0	0				0	0											0	
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Extract 20%	Lentinus edodes	Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	0.2	15	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Extract 30%	Lentinus edodes	Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	0.3	13	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Extract 50%	Lentinus edodes	Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	0.5	12	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Extract Powder	Lentinus edodes	Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	1	11.7	0.98	0.95					China	36										F	F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Powder	Lentinus edodes	Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	1	9	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Specialty	Stress	Shilajit Extract 20% Fulvic Acid	Asphaltum	Shilajit Extract (standardized to contain 20% fulvic acid)		C,T,P,G	1	0.2	34	0.95	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Specialty	Stress	Shilajit Extract 40% Fulvic Acid	Asphaltum	Shilajit Extract (standardized to contain 40% fulvic acid)		C,T,P,G	1	0.4	47	0.95	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Specialty	Stress	Shilajit Extract 50% Fulvic Acid	Asphaltum	Shilajit Extract (standardized to contain 50% fulvic acid)		C,T,P,G	1	0.5	56	0.95	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Specialty	Stress	Shilajit Powder	Asphaltum Punjabianum	Shilajit Extract		C,T,P,G	1	1	20	0.95	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Herbs	Adaptogen	Siberian Ginseng Extract 0.8%	Eleutherococcus senticosus	Siberian Ginseng (Eleutherococcus senticosus) Root Extract		C,T,P,G	1	0.008	20.5	0.98	0.95					China	36											F	F			F			F		F	F		F	F																																																
Herbs	Adaptogen	Siberian Ginseng Extract 4:1	Eleutherococcus senticosus	Siberian Ginseng (Eleutherococcus senticosus) Root Extract		C,T,P,G	1	1	13	0.98	0.95					China	36											F	F			F			F		F	F		F	F																																																
Herbs	Adaptogen	Siberian Ginseng Extract Powder	Eleutherococcus senticosus	Siberian Ginseng (Eleutherococcus senticosus) Root Extract		C,T,P,G	1	1	12	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Adaptogen	Siberian Ginseng Powder	Eleutherococcus senticosus	Siberian Ginseng (Eleutherococcus senticosus) Root Extract		C,T,P,G	1	1	7.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Flow Agent	Silicon A.A. Complex (Si 10%)	Silicon Dioxide	Silicon Dioxide		C,T,P	1	0.1	17.03	1						United States	48									F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F			Y																																													
Excipients	Flow Agent	Silicon Dioxide	Silicon Dioxide	Silicon Dioxide		C,T,P	1	1	4.3	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Minerals	Flow Agent	Silicon Dioxide Colloidal	Colloidal Silica	Colloidal Silicon Dioxide		C,T,P	1	1	16	0.98						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Flow Agent	Silicon Dioxide Flo-Gard 233 Silica	Silicon Dioxide	Silicon Dioxide		T	1	1	3.64	1						United States	12										F	F	F	F		F		F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Immune Health	Snowparsley Extract 10:1 Powder	Cnidium monnier cuss	Snowparsley (Cnidium monnier cuss) Extract 10:1 Powder		C,T,P,G	1	1	12.5	0.98	0.95					China	24																																																																								
Herbs	Immune Health	Soapnut Extract 50% Saponin	Sapindus mukorossi gareth.	Soapnut (Sapindus mukorossi) Dry Nut Exract		C,T,P	1	0.5	28	0.98						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Specialty	Muscle Health	Na 3-Hydroxybutyrate	Sodium 3-Hydroxybutyrate	Sodium 3-Hydroxybutyrate		C,T,P,G	1	0.98	10	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F				Y																																													
Vitamins	Immune Health	Na Ascorbate	Sodium Ascorbate	Sodium Ascorbate		C,T,P,G	1	0.99	12	0.94	0.5					China	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F			Y																																														
Vitamins	Immune Health	Na Ascorbate 99% DC	Sodium Ascorbate	Sodium Ascorbate		C,T,P,G	1	0.99	7	0.94	0.5					China	12									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Immune Health	Na Ascorbate USP Powder	Sodium Ascorbate	Sodium Ascorbate		C,T,P,G	1	0.99	6.5	0.94	0.5					China	12									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Excipients	Preservative	Na Benzoate Granular	Sodium Benzoate	Sodium Benzoate		C,T,P,G	1	0.99	3	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
Specialty	Muscle Health	Na Beta Hydroxybutyrate	Sodium Beta Hydroxybutyrate	Sodium Beta Hydroxybutyrate		C,T,P,G	1	0.8	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Protein	Dairy	Na Caseinate	Sodium Caseinate	Sodium Caseinate		P	1	0.9	19.57	0.95						India	24									F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F		Y					378	90	0				2						140																													
Minerals	Electrolyte	Sodium Citrate	Citric Acid	Sodium (as Sodium Citrate)		C,T,P,G	1	0.99	4.7	0.98	0.95					India										F		F	F			F			F		F	F		F	F	Y		Y																																													
Minerals	Electrolyte	Sodium Citrate Powder	Citric Acid	Sodium (as Sodium Citrate)		C,T,P,G	1	0.99	4.7	0.98	0.95					India	60											F	F			F			F		F	F	F	F	F																																																
Specialty	Digestive Health	Na Copper Chlorophyllin	Sodium Copper Chlorophyllin	Chlorophyll (as Sodium Copper Chlorophyllin)		C,T,P,G	100	1	280	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				312																																									
Specialty	Muscle Health	Na D-Beta-Hydroxybutyrate	Sodium D-Beta-Hydroxybutyrate	Sodium Beta Hydroxybutyrate		C,T,P,G	1	0.8	13.9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Preservative	Na Gluconate Powder	Sodium Gluconate	Sodium (as Sodium Gluconate)		C,T,P	1	0.98	4	1						India	36											F	F			F			F		F	F	F	F	F		Y																																														
Specialty	Joint Health	Na Hyaluronate	Sodium Hyaluronate	Sodium Hyaluronate		C,T,P,G	1	0.9	64	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Joint Health	Na Hyaluronate (0.80-1.50MDa)	Sodium Hyaluronate	Sodium Hyaluronate		C,T,P,G	1	0.95	66	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Specialty	Joint Health	Na Hyaluronate 1% Solution	Sodium Hyaluronate	Sodium Hyaluronate		C,T,P,G	1	0.01	5	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Specialty	Joint Health	Na Hyaluronate Oligo Grade	Sodium Hyaluronate	Sodium Hyaluronate		C,T,P,G	100	0.95	140	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y			7.8	300	0	75	0	0		0	0	0	0		0		0		0	0					0																			0	
Specialty	Joint Health	Na Hyaluronate Solution	Sodium Hyaluronate Solution	Sodium Hyaluronate		C,T,P,G	1	0.95	66	0.98	0.95					China	24																																																																								
Specialty	Energy	Na Pyruvate	Sodium Pyruvate	Sodium Pyruvate		C,T,P,G	1	0.99	18.07	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Minerals	Antioxidant	Na Selenite	Sodium Selenite	Selenium (from Sodium Selenite)		C,T,P,G	1	0.985	186	0.98	0.95					India	36									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Minerals	Antioxidant	Na Selenite 0.5% MD	Sodium Selenite	Selenium (from Sodium Selenite)		C,T,P,G	1	0.005	24	0.98	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Minerals	Antioxidant	Na Selenite 1.0% MD	Sodium Selenite	Selenium (from Sodium Selenite)		C,T,P,G	1	0.01	42	0.98	0.95					India	60									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Minerals	Antioxidant	Na Selenite 2% DCP	Sodium Selenite	Selenium (from Sodium Selenite)		C,T,P,G	1	0.02	37	0.98	0.95					India	36									F		F	F	F		F	F		F	F	F	F	F	F	F			Y																																													
Excipients	Binding Agent	Na Stearate Powder	Sodium Stearate	Sodium Stearate		C,T,P,G	1	0.4	5	1	1					India	60											F	F			F			F		F	F	F	F	F																																																
Herbs	Anti-Inflammatory	Solomonseal Rhizome Extract 10:1 Powder	Polygonatum sibiricum delar	Solomon's Seal (Polygonatum odoratum) Extract		C,T,P,G	1	1	11.9	0.98	0.95					China	24																										Y																																														
Specialty	Fiber	Soluble Beta Glucan 85%	Beta Glucan	Beta-1,3/1,6-D-Glucan Powder (from Saccharomyces cerevisiae)		C,T,P,G	1	0.85	285.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Liver Health	Songaria Cynomorium Extract 10:1 Powder	Cynomorium songaricum	Cynomorium Songaricum Extract (10:1 ratio) (from aerial parts)		C,T,P,G	1	1	9	0.98	0.95					China	24																																																																								
Sweeteners	Natural Sweeteners	Sorbitol 18-75 Mesh	Sorbitol	Sorbitol		T,P,G	1	0.97	3.1	1	1					China	36									F		F	F	F	F	F	F	F	F	F		F	F	F	F			Y																																													
Sweeteners	Natural Sweeteners	Sorbitol Powder (16-40 Mesh)	Sorbitol	Sorbitol		T,P,G	100	0.97	15	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				208	0	91	0	0		0	0	0	0			0																													
Flour	Vitality	Sorghum Fine Flour	Sorghum	Sorghum		P	100	1	3	1						United States	12										F	F	F	F		F			F	F	F	F	F	F	F	Y	Y	Y				359	8.4	75	6.6	1.6	0	3.3	0.5			0	0	3																12	3.1											324	
Excipients	Heart Health	Soy Lecithin	Soy Lecithin	Lecithin (from soy)		C	1	1	20.51	1						United States																																																																									
Protein	Plant Based	Soy Protein Isolate 90%	Soy Protein	Soy Protein Isolate 90%		P	1	0.9	9.77	0.95						China	18									F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F		Y	Y				369	90	0				1																																			
Specialty	Flavor	Soy Sauce Powder	Soy Sauce	Soy Sauce Powder		P	1	1	4.9	0.98						China	12									F	F	F	F	T	F	F	F	F	F	F	F	T	F	F	T																																																
Herbs	Digestive Health	Spearmint Leaf TBC Organic	Mentha spicata	Organic Spearmint Leaf		C,T,P,G	1	1	4.77	1	1					Canada	36									T		F	F		F	F	F	T	F	T	F	F	F	T	T																																																
Herbs	Digestive Health	Spearmint Leaf, Cut & Sift (Organic)	Mentha spicata	Organic Spearmint Leaf		C,T,P,G	1	1	3.82	1	1					Egypt	36									T		F	F		F	F	F	T	F	T	F	F	F	T	T																																																
